id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
98,13,2,9,2,33.31,17.46,4,1,2,1,108.25,56.75,0,433,219,0.5058,227,160,0.7048,61,98,27,25,61,23,12,49,38,5,46,31,7.92,5,14,29,47,12,13,30,0,5,2,12,0,0.7326,0.6609,0.8134,0.057,0.8982,40
99,9,1,6,2,43.22,23.67,5,1,3,1,77.8,42.6,2,389,221,0.5681,213,171,0.8028,44,108,25,7,67,9,22,54,25,24,35,8,8.89,7,11,28,17,23,27,8,0,13,4,6,0,0.8021,0.7619,0.8359,0.031,0.9355,120
100,6,3,2,1,32.33,19.17,4,1,2,1,48.5,28.75,1,194,121,0.6237,115,94,0.8174,34,58,11,8,34,2,3,34,7,0,22,5,7.83,5,11,25,21,5,9,4,0,0,0,5,0,0.8687,0.8687,0.8687,0.0,0.927,80
101,13,3,8,2,26.0,14.0,5,1,3,1,67.6,36.4,1,338,178,0.5266,182,139,0.7637,41,97,22,17,66,6,22,34,11,14,24,12,7.92,5,11,29,22,22,24,13,0,12,2,7,0,0.7396,0.6204,0.8465,0.0713,0.923,80
102,9,2,5,2,37.56,20.89,4,1,2,1,84.5,47.0,1,338,209,0.6183,188,162,0.8617,45,85,32,23,54,10,11,44,11,9,30,17,8.22,5,12,29,24,12,16,18,0,3,2,7,0,0.7575,0.706,0.843,0.0593,0.9414,80
103,13,3,7,3,24.38,13.15,4,1,2,1,79.25,42.75,1,317,154,0.4858,171,111,0.6491,48,66,23,18,53,13,10,44,14,6,46,19,7.27,5,10,26,31,11,9,18,0,5,1,14,0,0.6114,0.3747,0.8133,0.1704,0.9331,80
104,11,2,6,3,26.0,15.0,4,1,2,1,71.5,41.25,3,286,165,0.5769,165,126,0.7636,34,71,38,16,47,9,9,31,7,15,37,11,6.55,4,11,30,23,9,11,11,0,7,3,10,0,0.6887,0.5823,0.8876,0.1207,0.9015,160
105,8,2,5,1,42.12,24.5,4,1,2,1,84.25,49.0,2,337,194,0.5757,196,154,0.7857,50,82,30,21,48,14,14,42,15,9,56,12,7.38,5,9,30,25,15,21,11,0,6,2,27,0,0.8362,0.8202,0.8561,0.0156,0.8989,120
106,8,0,6,2,23.38,13.12,5,1,3,1,37.4,21.0,0,187,121,0.6471,105,88,0.8381,27,50,21,12,27,4,4,30,7,2,23,4,6.25,4,12,26,15,4,4,5,0,0,0,4,0,0.6517,0.5887,0.7233,0.0537,0.9302,0
107,6,2,3,1,25.83,14.83,4,1,2,1,38.75,22.25,0,155,113,0.729,89,87,0.9775,24,45,7,7,33,4,4,17,7,6,19,4,7.5,5,9,25,13,4,5,4,0,4,2,6,0,0.6504,0.5962,0.7046,0.0767,0.9103,0
108,5,2,2,1,36.0,20.2,4,1,2,1,45.0,25.25,0,180,123,0.6833,101,91,0.901,29,39,20,11,21,4,7,26,10,2,15,10,9.2,7,13,27,14,8,7,11,0,1,1,2,0,0.8422,0.8422,0.8422,0.0,0.8939,0
109,11,4,5,2,16.27,9.45,4,1,2,1,44.75,26.0,0,179,128,0.7151,104,98,0.9423,29,49,16,8,27,10,12,19,5,2,30,6,5.73,3,7,25,16,13,18,6,0,0,0,9,0,0.7063,0.6465,0.7645,0.0545,0.9061,0
110,4,4,0,0,35.0,20.0,1,1,0,0,140.0,80.0,0,140,99,0.7071,80,70,0.875,31,36,9,6,16,2,7,20,6,0,11,8,10.6,9,13,22,18,7,10,8,0,1,1,5,0,0.0,0.0,0.0,0.0,0.85,0
111,4,1,2,1,71.5,38.75,4,1,2,1,71.5,38.75,0,286,171,0.5979,155,124,0.8,32,77,22,23,57,10,9,31,17,5,20,5,8.5,7,9,31,19,10,13,6,0,6,2,4,0,0.8251,0.8251,0.8251,0.0,0.8823,0
112,9,2,5,2,21.0,12.44,4,1,2,1,47.25,28.0,0,189,128,0.6772,112,99,0.8839,24,55,17,7,26,8,7,30,9,0,25,5,6.44,5,10,28,13,8,10,5,0,0,0,6,0,0.727,0.6987,0.7543,0.0258,0.903,0
113,8,1,3,4,17.38,9.38,4,1,2,1,34.75,18.75,0,139,99,0.7122,75,68,0.9067,21,43,7,5,30,4,2,18,2,2,23,8,5.86,4,7,25,12,3,2,7,0,1,1,8,0,0.8323,0.8057,0.8589,0.0376,0.855,0
114,3,1,1,1,59.33,28.67,3,1,1,1,59.33,28.67,0,178,110,0.618,86,70,0.814,29,39,11,16,21,5,9,27,12,0,18,7,9.0,7,11,29,11,9,12,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.8349,0
115,6,1,3,2,21.83,12.0,3,1,1,1,43.67,24.0,0,131,92,0.7023,72,60,0.8333,16,29,7,3,18,11,4,24,6,8,18,4,5.67,4,7,26,8,5,7,4,0,6,1,3,0,0.6896,0.66,0.7192,0.0419,0.9159,0
116,3,1,0,2,46.67,29.0,2,1,0,1,70.0,43.5,0,140,105,0.75,87,77,0.8851,13,40,18,9,28,5,4,15,4,2,22,4,8.33,7,11,24,5,6,6,3,0,2,1,7,0,0.0,0.0,0.0,0.0,0.8835,40
117,7,3,3,1,30.14,17.86,3,1,1,1,70.33,41.67,0,211,134,0.6351,125,106,0.848,23,69,24,11,51,4,6,23,5,1,42,3,7.29,5,10,22,12,6,8,4,0,1,1,11,0,0.8223,0.7968,0.8477,0.036,0.8691,0
118,7,2,3,2,28.86,16.57,4,1,2,1,50.5,29.0,0,202,132,0.6535,116,101,0.8707,24,50,18,8,36,10,9,23,9,10,17,5,7.57,6,10,28,14,9,8,6,0,7,2,7,0,0.7908,0.7883,0.7933,0.0036,0.9238,0
119,8,1,6,1,23.25,12.88,4,1,2,1,46.5,25.75,0,186,115,0.6183,103,81,0.7864,34,47,8,14,18,4,9,32,9,2,18,10,6.12,5,8,28,16,10,10,11,0,1,1,7,0,0.6806,0.6369,0.7704,0.0521,0.9011,0
120,8,8,0,0,34.38,18.62,1,1,0,0,275.0,149.0,0,275,150,0.5455,149,113,0.7584,35,66,23,20,29,12,10,46,21,3,21,11,6.62,5,8,23,22,10,10,11,0,1,1,16,0,0.0,0.0,0.0,0.0,0.8675,0
121,4,4,0,0,63.0,32.5,1,1,0,0,252.0,130.0,0,252,144,0.5714,130,102,0.7846,36,56,15,18,43,7,10,31,27,0,10,9,10.5,7,14,24,22,10,10,10,0,1,1,11,0,0.0,0.0,0.0,0.0,0.7784,0
122,4,1,0,3,36.75,22.75,2,1,0,1,73.5,45.5,0,147,100,0.6803,91,70,0.7692,27,35,2,17,17,5,3,18,10,3,16,9,7.0,5,10,24,22,3,5,8,0,4,2,6,0,0.0,0.0,0.0,0.0,0.827,40
123,3,1,0,2,62.0,29.33,2,1,0,1,93.0,44.0,0,186,116,0.6237,88,79,0.8977,25,56,4,6,33,4,11,29,7,1,18,11,10.0,7,13,25,14,11,10,11,0,0,0,8,0,0.0,0.0,0.0,0.0,0.838,40
124,7,1,4,2,33.14,16.71,5,1,3,1,46.4,23.4,0,232,144,0.6207,117,96,0.8205,42,52,7,16,28,12,11,27,23,2,28,11,7.43,5,9,26,28,11,12,11,0,2,1,4,0,0.727,0.6182,0.8557,0.12,0.8821,40
125,11,1,8,2,30.55,18.0,10,1,8,1,33.6,19.8,0,336,194,0.5774,198,149,0.7525,56,90,33,13,44,10,13,36,25,8,42,10,7.1,3,13,30,29,13,29,13,0,5,3,2,0,0.7234,0.6416,0.7763,0.0581,0.87,40
126,7,2,4,1,16.86,9.29,3,1,1,1,39.33,21.67,0,118,78,0.661,65,55,0.8462,11,32,9,6,17,5,8,14,9,0,11,7,5.29,3,8,22,3,8,8,5,0,0,0,8,0,0.6378,0.585,0.683,0.0494,0.8193,40
127,9,9,0,0,20.56,12.0,1,1,0,0,185.0,108.0,0,185,130,0.7027,108,94,0.8704,27,42,12,15,29,6,4,27,6,18,21,5,5.8,4,8,29,15,5,7,4,0,7,4,4,0,0.0,0.0,0.0,0.0,0.9283,40
128,15,1,7,7,15.87,8.33,3,1,1,1,79.33,41.67,0,238,146,0.6134,125,102,0.816,40,49,11,18,29,10,11,25,29,7,30,9,5.6,2,10,30,22,11,11,10,0,4,3,4,0,0.6628,0.5404,0.7998,0.1142,0.8594,40
129,5,5,0,0,26.4,13.0,1,1,0,0,132.0,65.0,1,132,93,0.7045,65,57,0.8769,24,23,8,11,18,9,9,13,8,1,10,7,6.8,3,10,25,15,9,11,10,0,1,1,7,0,0.0,0.0,0.0,0.0,0.8339,80
130,4,1,2,1,25.75,14.5,4,1,2,1,25.75,14.5,0,103,77,0.7476,58,50,0.8621,19,29,5,6,13,4,5,14,5,1,19,2,7.25,6,8,22,12,5,8,1,0,1,1,3,0,0.6622,0.6622,0.6622,0.0,0.8436,0
131,4,1,2,1,47.5,28.75,4,1,2,1,47.5,28.75,0,190,114,0.6,115,91,0.7913,31,54,11,12,28,1,11,22,13,0,16,6,9.75,5,12,24,16,11,10,4,0,1,1,1,0,0.8563,0.8563,0.8563,0.0,0.8129,0
132,10,3,3,4,14.9,8.5,3,1,1,1,49.67,28.33,0,149,94,0.6309,85,68,0.8,16,40,22,8,21,6,4,21,6,5,22,4,4.82,3,7,22,8,4,6,4,0,3,2,4,0,0.6283,0.6084,0.6481,0.028,0.916,0
133,13,4,6,3,22.08,12.92,5,1,3,1,57.4,33.6,1,287,168,0.5854,168,129,0.7679,37,83,34,12,49,6,11,35,8,3,39,14,6.07,4,9,26,19,10,12,13,0,5,3,3,0,0.7469,0.665,0.8301,0.0653,0.9069,80
134,3,1,1,1,29.67,17.67,3,1,1,1,29.67,17.67,0,89,67,0.7528,53,46,0.8679,16,24,9,4,11,0,3,7,10,0,13,5,7.33,6,9,22,12,3,3,3,0,0,0,1,0,0.0,0.0,0.0,0.0,0.8386,0
135,5,3,1,1,31.6,17.4,3,1,1,1,52.67,29.0,1,158,106,0.6709,87,77,0.8851,23,42,12,7,31,7,3,17,8,6,12,4,8.2,5,12,26,14,3,4,5,0,6,3,3,0,0.0,0.0,0.0,0.0,0.8566,80
136,8,1,5,2,31.62,17.38,4,1,2,1,63.25,34.75,0,253,159,0.6285,139,117,0.8417,47,55,14,22,35,9,5,29,21,6,35,14,7.67,5,11,27,25,5,7,14,0,1,1,15,0,0.742,0.724,0.7758,0.0234,0.9262,0
137,7,1,4,2,27.71,16.0,5,1,3,1,38.8,22.4,1,194,125,0.6443,112,89,0.7946,28,52,5,13,31,14,3,25,5,8,13,8,6.25,3,14,29,16,3,2,6,0,3,1,6,0,0.7449,0.7008,0.7683,0.0382,0.9133,80
138,10,4,3,3,18.8,9.3,3,1,1,1,62.67,31.0,0,188,119,0.633,93,83,0.8925,23,45,16,10,28,10,13,20,7,0,11,16,5.6,4,8,25,18,13,9,17,0,1,1,5,0,0.6298,0.5911,0.6684,0.0546,0.8363,0
139,7,2,4,1,28.0,14.86,4,1,2,1,49.0,26.0,0,196,109,0.5561,104,81,0.7788,25,53,15,10,30,7,6,24,14,4,19,8,7.71,4,13,24,14,6,6,9,0,5,1,7,0,0.74,0.6974,0.7892,0.0463,0.9067,0
140,7,1,5,1,23.29,12.0,5,1,3,1,32.6,16.8,0,163,103,0.6319,84,73,0.869,16,40,11,7,28,9,3,26,9,8,10,6,5.71,3,8,28,10,4,5,5,0,5,3,2,0,0.6226,0.5361,0.7007,0.0751,0.8442,0
141,8,3,4,1,25.62,12.75,4,1,2,1,51.25,25.5,0,205,121,0.5902,102,78,0.7647,25,54,14,9,38,6,12,29,13,3,18,2,6.88,5,9,23,14,12,14,5,0,4,2,3,0,0.7541,0.7062,0.7897,0.0431,0.8441,40
142,8,4,1,3,23.5,13.38,3,1,1,1,62.67,35.67,1,188,120,0.6383,107,88,0.8224,34,41,13,9,23,7,7,23,17,3,18,12,6.29,4,13,26,23,7,8,14,0,1,1,5,0,0.0,0.0,0.0,0.0,0.8276,80
143,4,1,2,1,33.25,16.75,4,1,2,1,33.25,16.75,0,133,79,0.594,67,49,0.7313,17,35,9,8,27,4,2,16,14,0,11,1,8.75,6,11,25,9,2,2,1,0,0,0,2,0,0.807,0.807,0.807,0.0,0.8732,0
144,4,1,2,1,37.25,21.5,3,1,1,1,49.67,28.67,1,149,102,0.6846,86,67,0.7791,18,36,20,12,29,6,3,15,10,4,15,3,8.25,7,11,25,12,3,3,4,0,3,2,4,0,0.8186,0.8186,0.8186,0.0,0.8767,80
145,10,2,6,2,25.4,12.8,5,1,3,1,50.8,25.6,1,254,152,0.5984,128,112,0.875,35,56,17,21,24,19,12,37,16,1,28,17,6.67,5,8,24,25,14,13,18,0,0,0,12,0,0.6628,0.5467,0.8134,0.1213,0.9078,80
146,16,2,11,3,57.31,26.75,11,1,9,1,83.36,38.91,0,917,388,0.4231,428,311,0.7266,136,200,38,73,132,35,58,106,95,4,96,39,8.44,2,15,31,75,58,65,45,0,6,3,28,0,0.7167,0.3098,0.8865,0.2084,0.8431,40
147,6,2,0,4,24.17,12.83,2,1,0,1,72.5,38.5,0,145,98,0.6759,77,67,0.8701,14,34,9,15,23,9,3,19,13,3,18,3,5.83,5,6,27,8,3,6,3,0,1,1,4,0,0.0,0.0,0.0,0.0,0.9241,40
148,11,1,9,1,15.27,8.91,8,1,6,1,21.0,12.25,0,168,117,0.6964,98,86,0.8776,24,48,17,10,25,7,5,20,6,1,22,4,5.27,3,8,24,11,5,7,4,0,2,2,2,0,0.65,0.5196,0.7676,0.0928,0.9094,40
149,7,2,4,1,20.86,11.71,5,1,3,1,29.2,16.4,0,146,91,0.6233,82,61,0.7439,21,44,12,7,24,3,8,21,2,2,12,2,6.57,5,10,24,13,8,11,2,0,2,2,4,0,0.8075,0.7802,0.8215,0.0236,0.8823,40
150,3,1,1,1,44.67,22.0,3,1,1,1,44.67,22.0,0,134,93,0.694,66,61,0.9242,21,29,3,18,17,6,5,15,12,0,9,8,8.67,6,11,23,11,5,7,9,0,0,0,3,0,0.0,0.0,0.0,0.0,0.8331,40
151,4,1,2,1,27.75,17.5,3,1,1,1,37.0,23.33,0,111,80,0.7207,70,56,0.8,16,31,11,8,20,1,3,14,1,1,8,5,8.5,8,9,22,15,3,3,5,0,1,1,5,0,0.683,0.683,0.683,0.0,0.8372,40
152,7,3,2,2,43.43,23.0,3,1,1,1,101.33,53.67,0,304,175,0.5757,161,125,0.7764,31,83,24,19,51,12,13,38,22,6,24,7,8.14,6,10,27,14,13,15,7,0,3,3,5,0,0.8538,0.8538,0.8538,0.0,0.8984,40
153,7,3,2,2,19.29,10.57,3,1,1,1,45.0,24.67,0,135,99,0.7333,74,69,0.9324,25,34,6,8,16,9,4,22,5,0,18,8,6.86,4,10,24,14,5,5,8,0,0,0,2,0,0.7852,0.7852,0.7852,0.0,0.8806,40
154,8,3,4,1,31.0,14.75,5,1,3,1,49.6,23.6,1,248,129,0.5202,118,92,0.7797,28,69,7,12,55,12,5,37,13,7,24,8,7.11,4,12,29,10,6,6,7,0,3,3,6,0,0.6631,0.5757,0.8182,0.1347,0.9104,80
155,9,4,5,0,22.33,12.11,4,1,2,1,50.25,27.25,0,201,111,0.5522,109,76,0.6972,30,47,15,30,25,7,8,14,15,1,27,11,5.89,4,8,23,17,8,10,9,0,0,0,11,0,0.7079,0.5689,0.7878,0.0974,0.8571,40
156,12,2,8,2,33.92,19.0,6,1,4,1,67.83,38.0,0,407,209,0.5135,228,166,0.7281,33,83,22,20,69,10,21,49,5,90,33,6,3.56,1,10,31,14,18,16,5,0,31,4,10,0,0.7586,0.5657,0.9358,0.1139,0.6612,40
157,7,2,3,2,23.43,14.0,4,1,2,1,41.0,24.5,0,164,110,0.6707,98,83,0.8469,27,47,14,6,29,5,5,17,9,1,13,4,7.0,4,9,25,12,6,7,4,0,1,1,8,0,0.647,0.6396,0.6543,0.0104,0.8452,40
158,12,4,6,2,15.83,8.33,6,1,4,1,31.67,16.67,0,190,124,0.6526,100,93,0.93,32,52,8,9,26,6,15,25,11,2,38,7,5.08,3,8,25,15,15,22,3,0,3,2,11,0,0.6613,0.5767,0.7694,0.0726,0.8467,40
159,6,1,4,1,35.17,19.67,4,1,2,1,52.75,29.5,0,211,131,0.6209,118,91,0.7712,37,59,18,6,20,9,14,24,9,0,23,14,7.67,5,13,29,19,14,24,13,0,1,1,2,0,0.6937,0.6536,0.7676,0.064,0.8353,40
160,3,1,1,1,35.0,21.0,3,1,1,1,35.0,21.0,0,105,83,0.7905,63,57,0.9048,12,30,10,3,17,3,3,12,5,5,13,7,6.67,5,8,24,8,3,5,8,0,2,1,4,0,0.0,0.0,0.0,0.0,0.8472,40
161,4,1,2,1,56.75,36.0,4,1,2,1,56.75,36.0,0,227,148,0.652,144,118,0.8194,18,63,26,13,49,6,6,18,4,20,50,3,7.5,6,10,28,15,6,15,3,0,13,4,4,0,0.8352,0.8352,0.8352,0.0,0.907,40
162,5,1,2,2,26.2,14.8,3,1,1,1,43.67,24.67,0,131,95,0.7252,74,65,0.8784,16,37,10,9,21,6,1,19,5,4,16,6,5.67,3,9,27,9,2,4,8,0,2,2,2,0,0.6724,0.6724,0.6724,0.0,0.8824,40
163,10,3,6,1,23.9,12.8,6,1,4,1,39.83,21.33,0,239,147,0.6151,128,103,0.8047,35,55,21,18,34,14,14,28,15,1,27,4,6.0,3,10,25,14,14,20,7,0,0,0,7,0,0.6961,0.6557,0.746,0.042,0.8504,40
164,5,1,3,1,32.2,17.0,5,1,3,1,32.2,17.0,0,161,113,0.7019,85,77,0.9059,26,32,14,9,22,6,3,23,17,0,13,8,8.0,7,9,24,13,4,7,11,0,1,1,6,0,0.7873,0.7611,0.8135,0.0371,0.8789,40
165,9,1,6,2,21.89,10.22,6,1,4,1,32.83,15.33,1,197,121,0.6142,92,76,0.8261,36,33,9,20,25,14,13,22,16,3,21,8,5.67,4,8,26,16,13,12,8,0,2,1,4,0,0.645,0.5027,0.7648,0.1285,0.8315,80
166,14,3,8,3,25.07,13.43,4,1,2,1,87.75,47.0,1,351,205,0.584,188,157,0.8351,40,102,26,17,60,12,20,41,15,11,45,10,6.5,4,11,29,22,22,23,11,0,11,3,17,0,0.7364,0.6631,0.7944,0.0519,0.9449,80
167,6,2,3,1,29.17,15.33,3,1,1,1,58.33,30.67,1,175,112,0.64,92,76,0.8261,23,38,13,15,25,10,7,21,7,4,20,15,6.43,1,10,26,11,9,8,11,0,4,2,13,0,0.6755,0.6196,0.7313,0.079,0.9023,80
168,8,1,5,2,30.12,16.0,3,1,1,1,80.33,42.67,0,241,116,0.4813,128,87,0.6797,31,51,24,25,22,14,13,39,12,0,30,10,7.75,5,11,27,18,14,10,11,0,0,0,7,0,0.7907,0.7484,0.8618,0.05,0.8942,40
169,8,1,4,3,20.75,10.25,5,1,3,1,33.2,16.4,1,166,103,0.6205,82,71,0.8659,25,32,12,16,19,12,13,13,14,2,23,7,5.88,4,8,26,10,12,10,7,0,0,0,4,0,0.727,0.6741,0.7802,0.0531,0.8604,80
170,9,1,7,1,30.44,16.33,7,1,5,1,39.14,21.0,2,274,148,0.5401,147,111,0.7551,31,74,17,22,54,4,10,41,11,5,35,8,6.88,5,9,27,16,10,12,9,0,3,1,7,0,0.804,0.757,0.8798,0.0464,0.9205,120
171,13,4,6,3,32.08,16.62,4,1,2,1,104.25,54.0,0,417,220,0.5276,216,173,0.8009,65,90,36,33,66,13,6,51,35,10,63,25,7.57,1,12,31,40,9,5,29,0,9,4,13,0,0.8047,0.7116,0.8718,0.0631,0.92,40
172,4,1,1,2,26.0,15.25,3,1,1,1,34.67,20.33,1,104,76,0.7308,61,52,0.8525,18,23,10,8,12,3,3,14,5,4,15,6,7.0,5,11,26,8,3,4,6,0,3,2,5,0,0.0,0.0,0.0,0.0,0.8739,80
173,18,2,12,4,21.89,11.06,5,1,3,1,78.8,39.8,1,394,192,0.4873,199,142,0.7136,42,110,20,20,88,14,11,49,19,16,47,9,5.5,3,8,30,18,12,10,9,0,12,3,9,0,0.6828,0.5807,0.7866,0.0607,0.9405,80
174,11,2,6,3,22.45,12.45,5,1,3,1,49.4,27.4,1,247,148,0.5992,137,113,0.8248,33,62,17,10,37,12,6,29,23,5,22,11,6.55,4,12,30,15,6,5,9,0,3,3,1,0,0.7481,0.6214,0.8311,0.0873,0.9355,80
175,8,2,5,1,32.88,17.88,4,1,2,1,65.75,35.75,1,263,156,0.5932,143,121,0.8462,37,81,12,11,42,10,11,39,12,0,24,9,7.88,5,11,26,26,11,11,12,0,0,0,6,0,0.6916,0.6378,0.728,0.0382,0.9096,80
176,6,1,3,2,34.17,19.17,5,1,3,1,41.0,23.0,1,205,120,0.5854,115,90,0.7826,29,51,18,11,31,10,8,25,11,1,8,10,8.83,6,12,24,19,8,8,10,0,2,2,5,0,0.7335,0.6983,0.7686,0.0497,0.9001,80
177,4,1,2,1,47.5,27.5,3,1,1,1,63.33,36.67,1,190,130,0.6842,110,98,0.8909,20,40,11,13,39,10,8,20,8,23,38,6,7.67,7,9,28,11,8,11,5,0,12,4,7,0,0.7077,0.7077,0.7077,0.0,0.8707,80
178,4,1,2,1,56.25,30.5,4,1,2,1,56.25,30.5,1,225,128,0.5689,122,95,0.7787,38,53,11,8,35,6,4,35,18,4,18,14,8.17,1,16,30,26,4,6,17,0,3,3,10,0,0.867,0.867,0.867,0.0,0.852,80
179,6,2,3,1,32.67,17.33,4,1,2,1,49.0,26.0,1,196,132,0.6735,104,94,0.9038,24,51,17,9,29,11,10,25,12,1,22,7,7.17,5,9,25,11,11,14,8,0,1,1,6,0,0.7404,0.725,0.7558,0.0218,0.905,80
180,9,2,6,1,20.44,12.0,6,1,4,1,30.67,18.0,1,184,121,0.6576,108,92,0.8519,24,53,15,9,32,4,3,21,4,7,22,13,5.67,3,10,26,19,4,3,13,0,3,3,7,0,0.6758,0.6192,0.7753,0.0597,0.9185,80
181,4,1,2,1,41.5,23.25,4,1,2,1,41.5,23.25,1,166,109,0.6566,93,79,0.8495,21,40,12,6,16,13,7,30,13,3,10,6,7.75,6,9,27,13,7,8,7,0,2,2,3,0,0.7736,0.7736,0.7736,0.0,0.8599,80
182,8,2,4,2,26.75,13.62,4,1,2,1,53.5,27.25,1,214,135,0.6308,109,100,0.9174,26,55,15,8,42,9,6,25,14,7,32,6,7.0,4,12,29,11,7,10,6,0,3,2,7,0,0.7574,0.6966,0.8292,0.067,0.9567,80
183,10,2,6,2,25.0,13.9,4,1,2,1,62.5,34.75,0,250,138,0.552,139,105,0.7554,52,51,14,19,28,6,12,23,32,0,18,14,9.67,4,16,25,32,13,14,19,0,0,0,8,0,0.7914,0.7311,0.8802,0.0601,0.8806,0
184,15,3,9,3,17.87,10.47,4,1,2,1,67.0,39.25,1,268,173,0.6455,157,135,0.8599,38,74,26,13,43,6,12,30,17,0,31,9,6.47,4,10,26,23,12,12,12,0,0,0,7,0,0.6503,0.4927,0.7968,0.0911,0.8742,80
185,9,2,6,1,28.22,16.67,4,1,2,1,63.5,37.5,1,254,148,0.5827,150,113,0.7533,27,58,32,10,37,9,6,36,18,19,27,3,6.5,5,9,29,13,6,7,4,0,9,2,2,0,0.7117,0.6511,0.7735,0.0601,0.8958,80
186,7,2,3,2,36.0,21.86,4,1,2,1,63.0,38.25,0,252,174,0.6905,153,138,0.902,26,68,34,11,45,8,3,30,11,6,29,11,6.57,5,10,29,15,4,4,10,0,5,2,17,0,0.8274,0.7941,0.8607,0.0471,0.875,40
187,11,3,6,2,21.55,11.55,4,1,2,1,59.25,31.75,1,237,121,0.5105,127,87,0.685,40,55,13,12,34,12,6,33,15,4,37,16,6.55,3,10,25,28,8,5,16,0,2,1,9,0,0.6462,0.5222,0.7876,0.1047,0.922,80
188,7,2,4,1,21.43,13.14,4,1,2,1,37.5,23.0,0,150,100,0.6667,92,73,0.7935,30,36,7,14,24,2,3,14,12,1,23,8,6.57,5,8,20,13,3,5,8,0,0,0,4,0,0.7792,0.7415,0.8175,0.038,0.8768,40
189,6,2,3,1,17.33,10.33,4,1,2,1,26.0,15.5,0,104,81,0.7788,62,55,0.8871,14,28,10,5,13,2,7,13,4,5,9,3,4.83,3,6,23,5,8,8,2,0,4,2,3,0,0.4974,0.4588,0.536,0.0546,0.5654,40
190,8,1,5,2,22.25,12.75,5,1,3,1,35.6,20.4,0,178,115,0.6461,102,88,0.8627,21,48,13,7,28,5,5,28,9,11,29,6,6.0,4,12,25,10,5,8,7,0,6,2,6,0,0.7059,0.6166,0.8442,0.0972,0.8738,40
191,9,1,7,1,28.0,16.0,3,1,1,1,84.0,48.0,1,252,160,0.6349,144,120,0.8333,38,64,19,21,36,6,6,32,18,1,19,11,6.78,4,10,26,21,7,8,14,0,1,1,8,0,0.6756,0.5168,0.8147,0.1335,0.9362,80
192,8,2,5,1,25.5,14.38,4,1,2,1,51.0,28.75,0,204,143,0.701,115,108,0.9391,18,61,11,10,44,7,6,24,9,9,35,7,7.0,4,9,28,9,6,6,4,0,7,4,6,0,0.6836,0.6529,0.6947,0.0205,0.9236,40
193,7,1,5,1,57.43,33.14,7,1,5,1,57.43,33.14,1,402,255,0.6343,232,212,0.9138,45,119,31,13,93,5,15,40,10,20,28,10,9.29,8,11,27,28,15,18,7,0,16,4,8,0,0.8153,0.7768,0.8533,0.041,0.8972,80
194,5,1,3,1,26.8,13.8,3,1,1,1,44.67,23.0,0,134,96,0.7164,69,60,0.8696,21,26,6,12,22,9,8,19,8,2,40,3,6.0,4,7,24,9,8,9,5,0,2,1,5,0,0.7663,0.7648,0.7678,0.0021,0.898,40
195,4,1,2,1,26.5,14.25,3,1,1,1,35.33,19.0,1,106,80,0.7547,57,54,0.9474,17,28,6,2,16,4,3,15,8,1,7,6,6.5,5,9,23,11,3,3,6,0,1,1,4,0,0.8366,0.8366,0.8366,0.0,0.8697,80
196,11,2,5,4,21.55,11.91,4,1,2,1,59.25,32.75,1,237,137,0.5781,131,98,0.7481,29,57,21,13,40,20,4,25,17,7,35,4,6.18,5,9,28,20,5,7,4,0,5,1,8,0,0.6766,0.6126,0.7016,0.0428,0.8723,80
197,9,4,2,3,21.89,11.33,3,1,1,1,65.67,34.0,0,197,125,0.6345,102,94,0.9216,18,59,14,11,37,5,14,20,6,4,17,8,6.33,4,8,23,10,14,11,7,0,2,2,6,0,0.6776,0.6776,0.6776,0.0,0.8854,40
198,11,1,8,2,35.27,19.73,6,1,4,1,64.67,36.17,1,388,205,0.5284,217,158,0.7281,55,83,37,25,55,15,15,47,21,12,40,26,6.92,3,9,26,38,15,16,26,0,11,3,15,0,0.7784,0.747,0.8202,0.031,0.8973,80
199,3,3,0,0,54.67,27.0,1,1,0,0,164.0,81.0,1,164,86,0.5244,81,52,0.642,32,36,5,13,10,6,8,28,14,1,14,12,7.2,5,11,23,16,8,9,13,0,1,1,2,0,0.0,0.0,0.0,0.0,0.8877,80
